origem,destino,valor
ALTO ALEGRE I (MARACANAU),JEREISSATI I,15.0
ALTO ALEGRE I (MARACANAU),JEREISSATI II,15.0
ALTO ALEGRE I (MARACANAU),JEREISSATI III,15.0
ALTO ALEGRE I (MARACANAU),JOSE WALTER,20.0
ALTO ALEGRE I (MARACANAU),LUZARDO VIANA(MARACANAU),20.0
ALTO ALEGRE I (MARACANAU),MARACANAU (MARACANAU),20.0
ALTO ALEGRE I (MARACANAU),MARAPONGA,25.0
ALTO ALEGRE I (MARACANAU),MEIRELES,50.0
ALTO ALEGRE I (MARACANAU),MESSEJANA,35.0
ALTO ALEGRE I (MARACANAU),MONTESE,35.0
ALTO ALEGRE I (MARACANAU),NORTH SHOPPING MARACANAU,15.0
ALTO ALEGRE I (MARACANAU),NOVO MARACANAU,15.0
ALTO ALEGRE I (MARACANAU),PACATUBA,30.0
ALTO ALEGRE I (MARACANAU),PARANGABA,30.0
ALTO ALEGRE I (MARACANAU),PARQUE SANTA ROSA (APOLO XI),25.0
ALTO ALEGRE I (MARACANAU),PIRATININGA(MARACANAU),15.0
ALTO ALEGRE I (MARACANAU),PRAIA DO PRESIDIO,70.0
ALTO ALEGRE I (MARACANAU),SAO CRISTOVAO,35.0
ALTO ALEGRE I (MARACANAU),SIQUEIRA I,20.0
ALTO ALEGRE I (MARACANAU),TIMBO (MARACANAU),15.0
ALTO ALEGRE (MESSEJANA),ABREOLANDIA,30.0
ALTO ALEGRE (MESSEJANA),ACARACUZINHO (MARACANAU),35.0
ALTO ALEGRE (MESSEJANA),ACARAPE,90.0
ALTO ALEGRE (MESSEJANA),AEROLANDIA,25.0
ALTO ALEGRE (MESSEJANA),AEROPORTO,25.0
ALTO ALEGRE (MESSEJANA),ALAGADICO,20.0
ALTO ALEGRE (MESSEJANA),ALDEOTA,25.0
ALTO ALEGRE (MESSEJANA),ALTO ALEGRE I (MARACANAU),35.0
ALTO ALEGRE (MESSEJANA),ALTO ALEGRE (MESSEJANA),8.0
ALTO ALEGRE (MESSEJANA),ALTO ALEGRE (MESSEJANA),8.0
ALTO ALEGRE (MESSEJANA),ALTO DA BALANCA,25.0
ALTO ALEGRE (MESSEJANA),ALTO DA MANGUEIRA,40.0
ALTO ALEGRE (MESSEJANA),ALVARO WEYNE,35.0
ALTO ALEGRE (MESSEJANA),AMADEO FURTADO,30.0
ALTO ALEGRE (MESSEJANA),ANCURI,20.0
ALTO ALEGRE (MESSEJANA),ANTONIO BEZERRA,40.0
ALTO ALEGRE (MESSEJANA),ANTONIO JUSTA (MARACANAU),35.0
ALTO ALEGRE (MESSEJANA),AQUIRAZ,30.0
ALTO ALEGRE (MESSEJANA),ARACAPE,30.0
ALTO ALEGRE (MESSEJANA),ARACATI,200.0
ALTO ALEGRE (MESSEJANA),ARATURI,50.0
ALTO ALEGRE (MESSEJANA),ATACADAO (AEROPORTO),25.0
ALTO ALEGRE (MESSEJANA),ATACADAO (EUSEBIO),10.0
ALTO ALEGRE (MESSEJANA),AUTRAN NUNES,35.0
ALTO ALEGRE (MESSEJANA),BAIAO DE 10 (MARAPONGA),25.0
ALTO ALEGRE (MESSEJANA),BAIAO DE 2 (EDUARDO GIRAO),25.0
ALTO ALEGRE (MESSEJANA),BAIRRO DE FATIMA,25.0
ALTO ALEGRE (MESSEJANA),BAIRRO ELLERY,40.0
ALTO ALEGRE (MESSEJANA),BANDEIRANTES (MARACANAU),35.0
ALTO ALEGRE (MESSEJANA),BAR DO RAILSON,25.0
ALTO ALEGRE (MESSEJANA),BARRA DO CEARA,40.0
ALTO ALEGRE (MESSEJANA),BARROSO I,15.0
ALTO ALEGRE (MESSEJANA),BASE AEREA (FORTALEZA),25.0
ALTO ALEGRE (MESSEJANA),BATURITE,130.0
ALTO ALEGRE (MESSEJANA),BEACH PARK,30.0
ALTO ALEGRE (MESSEJANA),BEIRA MAR,30.0
ALTO ALEGRE (MESSEJANA),BELA VISTA,30.0
ALTO ALEGRE (MESSEJANA),BENFICA,30.0
ALTO ALEGRE (MESSEJANA),BOA VISTA (CASTELAO),20.0
ALTO ALEGRE (MESSEJANA),BOM FUTURO,25.0
ALTO ALEGRE (MESSEJANA),BOM JARDIM,40.0
ALTO ALEGRE (MESSEJANA),BONSUCESSO,40.0
ALTO ALEGRE (MESSEJANA),CACA E PESCA,30.0
ALTO ALEGRE (MESSEJANA),CAIS DO PORTO,30.0
ALTO ALEGRE (MESSEJANA),CAJAZEIRAS,20.0
ALTO ALEGRE (MESSEJANA),CAMBEBA,15.0
ALTO ALEGRE (MESSEJANA),CANINDE,190.0
ALTO ALEGRE (MESSEJANA),CANINDEZINHO,40.0
ALTO ALEGRE (MESSEJANA),CARLITO PAMPLONA,40.0
ALTO ALEGRE (MESSEJANA),CARREFOUR (BARAO DE STUDART),25.0
ALTO ALEGRE (MESSEJANA),CARREFOUR (MARAPONGA),25.0
ALTO ALEGRE (MESSEJANA),CASCAVEL,70.0
ALTO ALEGRE (MESSEJANA),CASTELAO,20.0
ALTO ALEGRE (MESSEJANA),CAUCAIA,50.0
ALTO ALEGRE (MESSEJANA),CENTER BOX ( MESSEJANA ) ,15.0
ALTO ALEGRE (MESSEJANA),CENTRO,25.0
ALTO ALEGRE (MESSEJANA),CENTRO DE CONVECOES (WASHINGTON SOARES),25.0
ALTO ALEGRE (MESSEJANA),CHOROZINHO,80.0
ALTO ALEGRE (MESSEJANA),CIDADE 2000,30.0
ALTO ALEGRE (MESSEJANA),CIDADE DOS FUNCIONARIOS,20.0
ALTO ALEGRE (MESSEJANA),CIDADE NOVA,20.0
ALTO ALEGRE (MESSEJANA),CLUBE DO VAQUEIRO,18.0
ALTO ALEGRE (MESSEJANA),COACU,15.0
ALTO ALEGRE (MESSEJANA),COCO,25.0
ALTO ALEGRE (MESSEJANA),CONJUNTO CEARA ,40.0
ALTO ALEGRE (MESSEJANA),CONJUNTO ESPERANCA,30.0
ALTO ALEGRE (MESSEJANA),CONJUNTO PALMEIRAS,15.0
ALTO ALEGRE (MESSEJANA),COQUEIRAL (MARACANAU),35.0
ALTO ALEGRE (MESSEJANA),COUTO FERNANDES,30.0
ALTO ALEGRE (MESSEJANA),CRISTO REDENTOR,35.0
ALTO ALEGRE (MESSEJANA),CURIO,15.0
ALTO ALEGRE (MESSEJANA),CURRAL DO BOI /THE CLUB,25.0
ALTO ALEGRE (MESSEJANA),DAMAS,25.0
ALTO ALEGRE (MESSEJANA),DANADIM (PARANGABA),25.0
ALTO ALEGRE (MESSEJANA),DE LOURDES,30.0
ALTO ALEGRE (MESSEJANA),DEMOCRITO ROCHA,30.0
ALTO ALEGRE (MESSEJANA),DENDE,25.0
ALTO ALEGRE (MESSEJANA),DIAS MACEDO,20.0
ALTO ALEGRE (MESSEJANA),DIONISIO TORRES,25.0
ALTO ALEGRE (MESSEJANA),DOM LUSTOSA,35.0
ALTO ALEGRE (MESSEJANA),DRAGAO DO MAR,30.0
ALTO ALEGRE (MESSEJANA),DUNAS,30.0
ALTO ALEGRE (MESSEJANA),EDSON QUEIROZ,25.0
ALTO ALEGRE (MESSEJANA),ELISABETE II,10.0
ALTO ALEGRE (MESSEJANA),ESMALTEC (MARACANAU),35.0
ALTO ALEGRE (MESSEJANA),EUSEBIO,20.0
ALTO ALEGRE (MESSEJANA),EXTRA (AGUANAMBI),25.0
ALTO ALEGRE (MESSEJANA),EXTRA (MONTESE),25.0
ALTO ALEGRE (MESSEJANA),FACULDADE FANOR,30.0
ALTO ALEGRE (MESSEJANA),FARIAS BRITO,30.0
ALTO ALEGRE (MESSEJANA),FAROESTE,10.0
ALTO ALEGRE (MESSEJANA),FAZENDA SAO JERONIMO,80.0
ALTO ALEGRE (MESSEJANA),FERNANDO DE NORONHA,8.0
ALTO ALEGRE (MESSEJANA),FLORESTA,40.0
ALTO ALEGRE (MESSEJANA),FORRO NO SITIO,20.0
ALTO ALEGRE (MESSEJANA),FORROZIM (PARANGABA),25.0
ALTO ALEGRE (MESSEJANA),FORUM (CLOVIS BEVILAQUA),25.0
ALTO ALEGRE (MESSEJANA),FURNA DA ONCA (MARACANAU),35.0
ALTO ALEGRE (MESSEJANA),GUARARAPES,25.0
ALTO ALEGRE (MESSEJANA),HORIZONTE,50.0
ALTO ALEGRE (MESSEJANA),HOSPITAL ALBERT SABIEN,25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL ANTONIO PRUDENTE (AGUANAMBI),25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL BATISTA/ALDEOTA,25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL CESAR CALS (CENTRO),25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL CURA DARS/SAO CAMILO,25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL DA CRIANCA (MONTESE),25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL DA MULHER,30.0
ALTO ALEGRE (MESSEJANA),HOSPITAL DAS CLINICAS,30.0
ALTO ALEGRE (MESSEJANA),HOSPITAL DO CORACAO (MESSEJANA),15.0
ALTO ALEGRE (MESSEJANA),HOSPITAL FROTINHA DA PARANGABA,30.0
ALTO ALEGRE (MESSEJANA),HOSPITAL FROTINHA DE MESSEJANA,15.0
ALTO ALEGRE (MESSEJANA),HOSPITAL GERAL,30.0
ALTO ALEGRE (MESSEJANA),HOSPITAL GONZAGUINHA MESSEJANA,10.0
ALTO ALEGRE (MESSEJANA),HOSPITAL HGF,30.0
ALTO ALEGRE (MESSEJANA),HOSPITAL ICC (JOSE BASTOS),30.0
ALTO ALEGRE (MESSEJANA),HOSPITAL LUIZ DE FRANCA,25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL MARACANAU,35.0
ALTO ALEGRE (MESSEJANA),HOSPITAL MENTAL (MESSEJANA),10.0
ALTO ALEGRE (MESSEJANA),HOSPITAL SANTA CASA (CENTRO),30.0
ALTO ALEGRE (MESSEJANA),HOSPITAL SAO CARLOS,25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL SAO MATEUS,30.0
ALTO ALEGRE (MESSEJANA),HOSPITAL SAO RAIMUNDO,25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL UNIMED (PEDIATRIA),25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL UNIMED (SAO JOAO TAUAPE),25.0
ALTO ALEGRE (MESSEJANA),HOSPITAL WALDEMAR DE ALCANTARA,10.0
ALTO ALEGRE (MESSEJANA),INDUSTRIAL,25.0
ALTO ALEGRE (MESSEJANA),ITAITINGA,35.0
ALTO ALEGRE (MESSEJANA),ITAMARATY,8.0
ALTO ALEGRE (MESSEJANA),ITAPERI,20.0
ALTO ALEGRE (MESSEJANA),JACARECANGA,30.0
ALTO ALEGRE (MESSEJANA),JANGURUSSU,15.0
ALTO ALEGRE (MESSEJANA),JARDIM DAS OLIVEIRAS,20.0
ALTO ALEGRE (MESSEJANA),JEREISSATI I,35.0
ALTO ALEGRE (MESSEJANA),JOAQUIM TAVORA,25.0
ALTO ALEGRE (MESSEJANA),JOSE BONIFACIO,30.0
ALTO ALEGRE (MESSEJANA),JOSE DE ALENCAR,15.0
ALTO ALEGRE (MESSEJANA),JOSE WALTER,20.0
ALTO ALEGRE (MESSEJANA),LAGOA REDONDA,15.0
ALTO ALEGRE (MESSEJANA),LUCIANO CAVALCANTE,25.0
ALTO ALEGRE (MESSEJANA),MARACANAU (MARACANAU),35.0
ALTO ALEGRE (MESSEJANA),MARAPONGA,25.0
ALTO ALEGRE (MESSEJANA),MEIRELES,30.0
ALTO ALEGRE (MESSEJANA),MESSEJANA,10.0
ALTO ALEGRE (MESSEJANA),MONDUBIM,25.0
ALTO ALEGRE (MESSEJANA),MONTESE,30.0
ALTO ALEGRE (MESSEJANA),MOURA BRASIL,30.0
ALTO ALEGRE (MESSEJANA),MUCURIPE,30.0
ALTO ALEGRE (MESSEJANA),NORTH SHOPPING (BEZERRA),45.0
ALTO ALEGRE (MESSEJANA),OLHO D`AGUA (EUSEBIO),20.0
ALTO ALEGRE (MESSEJANA),PAPICU,30.0
ALTO ALEGRE (MESSEJANA),PARANGABA,30.0
ALTO ALEGRE (MESSEJANA),PARQUELANDIA,35.0
ALTO ALEGRE (MESSEJANA),PARQUE MANIBURA,20.0
ALTO ALEGRE (MESSEJANA),PASSARE,25.0
ALTO ALEGRE (MESSEJANA),PAUPINA,10.0
ALTO ALEGRE (MESSEJANA),PEDRAS,20.0
ALTO ALEGRE (MESSEJANA),PICI (PARQUE UNIVERSITARIO),35.0
ALTO ALEGRE (MESSEJANA),PLANALTO AYRTON SENNA,25.0
ALTO ALEGRE (MESSEJANA),PRAIA DA COFECO,30.0
ALTO ALEGRE (MESSEJANA),PRAIA DA PRAINHA,35.0
ALTO ALEGRE (MESSEJANA),PRAIA DE IRACEMA,30.0
ALTO ALEGRE (MESSEJANA),PRAIA DO IGUAPE,50.0
ALTO ALEGRE (MESSEJANA),PRAIA SABIAGUABA,25.0
ALTO ALEGRE (MESSEJANA),RODOLFO TEOFILO,30.0
ALTO ALEGRE (MESSEJANA),RODOVIARIA (BORGE DE MELO),30.0
ALTO ALEGRE (MESSEJANA),SANTA FE,10.0
ALTO ALEGRE (MESSEJANA),SANTA FILOMENA,10.0
ALTO ALEGRE (MESSEJANA),SANTA MARIA MESSEJANA,10.0
ALTO ALEGRE (MESSEJANA),SAO BERNARDO ( MESSEJANA ),15.0
ALTO ALEGRE (MESSEJANA),SAO CRISTOVAO,15.0
ALTO ALEGRE (MESSEJANA),SAO JOAO DO TAUAPE,25.0
ALTO ALEGRE (MESSEJANA),SAPIRANGA (COITE),20.0
ALTO ALEGRE (MESSEJANA),SERRINHA,25.0
ALTO ALEGRE (MESSEJANA),SHOPPING IGUATEMI,25.0
ALTO ALEGRE (MESSEJANA),SHOPPING RIO MAR (PAPICU),30.0
ALTO ALEGRE (MESSEJANA),SHOPPING VIA SUL,20.0
ALTO ALEGRE (MESSEJANA),SIARA HALL,20.0
ALTO ALEGRE (MESSEJANA),SIQUEIRA I,35.0
ALTO ALEGRE (MESSEJANA),SITIO SAO JOAO,15.0
ALTO ALEGRE (MESSEJANA),SUPER MERCADO PANORAMA ( MESSEJANA ),10.0
ALTO ALEGRE (MESSEJANA),TAMANDARE,15.0
ALTO ALEGRE (MESSEJANA),TANCREDO NEVES,20.0
ALTO ALEGRE (MESSEJANA),TESTE,40.0
ALTO ALEGRE (MESSEJANA),UPA MESSEJANA,10.0
ALTO ALEGRE (MESSEJANA),VARJOTA,25.0
ALTO ALEGRE (MESSEJANA),VILA ELLERY,35.0
ALTO ALEGRE (MESSEJANA),VILA UNIAO,25.0
ALTO DA BALANCA,ALTO ALEGRE (MESSEJANA),25.0
ALTO DA BALANCA,BEIRA MAR,15.0
ALTO DA BALANCA,CASTELAO,18.0
ALTO DA BALANCA,CENTRO,15.0
ALTO DA BALANCA,CIDADE DOS FUNCIONARIOS,15.0
ALTO DA BALANCA,CONJUNTO ESPERANCA,30.0
ALTO DA BALANCA,JARDIM DAS OLIVEIRAS,15.0
ALTO DA BALANCA,JEREISSATI I,40.0
ALTO DA BALANCA,JOSE WALTER,20.0
ALTO DA BALANCA,MESSEJANA,20.0
ALTO DA BALANCA,MONTESE,15.0
ALTO DA BALANCA,PAPICU,18.0
ALTO DA BALANCA,PARQUELANDIA,20.0
ALTO DA BALANCA,PARQUE MANIBURA,15.0
ALTO DA BALANCA,RODOVIARIA (BORGE DE MELO),12.0
ALTO DA BALANCA,SAO CRISTOVAO,25.0
ALTO DA BALANCA,SAO JOAO DO TAUAPE,8.0
ALTO DA BALANCA,SHOPPING IGUATEMI,15.0
ALTO DA MANGUEIRA,ACARACUZINHO (MARACANAU),15.0
ALTO DA MANGUEIRA,ACARAPE,70.0
ALTO DA MANGUEIRA,ALTO ALEGRE II (MARACANAU),17.0
ALTO DA MANGUEIRA,ALTO ALEGRE I (MARACANAU),15.0
ALTO DA MANGUEIRA,ALTO ALEGRE (MESSEJANA),40.0
ALTO DA MANGUEIRA,ALTO DA MANGUEIRA,10.0
ALTO DA MANGUEIRA,ALVORADA (MARACANAU),15.0
ALTO DA MANGUEIRA,BANDEIRANTES (MARACANAU),15.0
ALTO DA MANGUEIRA,CEASA,15.0
ALTO DA MANGUEIRA,CIDADE DOS FUNCIONARIOS,40.0
ALTO DA MANGUEIRA,COLONIA(MARACANAU),12.0
ALTO DA MANGUEIRA,CONJUNTO ESPERANCA,25.0
ALTO DA MANGUEIRA,HORIZONTE,70.0
ALTO DA MANGUEIRA,HORTO (MARACANAU),15.0
ALTO DA MANGUEIRA,HOSPITAL MARACANAU,10.0
ALTO DA MANGUEIRA,INDUSTRIAL,17.0
ALTO DA MANGUEIRA,JARDIM DAS OLIVEIRAS,40.0
ALTO DA MANGUEIRA,JEREISSATI I,10.0
ALTO DA MANGUEIRA,JEREISSATI II,10.0
ALTO DA MANGUEIRA,JEREISSATI III,13.0
ALTO DA MANGUEIRA,JOSE WALTER,30.0
ALTO DA MANGUEIRA,LUZARDO VIANA(MARACANAU),15.0
ALTO DA MANGUEIRA,MAGALHAES,15.0
ALTO DA MANGUEIRA,MARANGUAPE,30.0
ALTO DA MANGUEIRA,MESSEJANA,35.0
ALTO DA MANGUEIRA,NORTH SHOPPING MARACANAU,10.0
ALTO DA MANGUEIRA,NOVO MARACANAU,10.0
ALTO DA MANGUEIRA,PACATUBA,25.0
ALTO DA MANGUEIRA,PAJUCARA (MARACANAU),15.0
ALTO DA MANGUEIRA,PARQUE MANIBURA,40.0
ALTO DA MANGUEIRA,PAVUNA,20.0
ALTO DA MANGUEIRA,PECEM,80.0
ALTO DA MANGUEIRA,PEDRAS,35.0
ALTO DA MANGUEIRA,PIRATININGA(MARACANAU),10.0
ALTO DA MANGUEIRA,RESIDENCIAL DEMOCRITO DUMMAR I (MARACANAU),13.0
ALTO DA MANGUEIRA,RODOVIARIA (BORGE DE MELO),45.0
ALTO DA MANGUEIRA,SAO CRISTOVAO,35.0
ALTO DA MANGUEIRA,SAPIRANGA (COITE),40.0
ALTO DA MANGUEIRA,SETOR H (MARACANAU),12.0
ALTO DA MANGUEIRA,SHOPPING MARACANAU,10.0
ALTO DA MANGUEIRA,SHOPPING VIA SUL,40.0
ALTO DA MANGUEIRA,SITIO SAO JOAO,40.0
ALTO DA MANGUEIRA,TIMBO (MARACANAU),10.0
ALTO DA MANGUEIRA,VILA DAS FLORES (MARACANAU),12.0
ALVARO WEYNE,AEROPORTO,35.0
ALVARO WEYNE,ALDEOTA,23.0
ALVARO WEYNE,ALTO ALEGRE (MESSEJANA),35.0
ALVARO WEYNE,ANTONIO BEZERRA,15.0
ALVARO WEYNE,BAIRRO DE FATIMA,20.0
ALVARO WEYNE,BEIRA MAR,25.0
ALVARO WEYNE,BENFICA,17.0
ALVARO WEYNE,CENTRO,20.0
ALVARO WEYNE,CIDADE DOS FUNCIONARIOS,30.0
ALVARO WEYNE,CIDADE NOVA,30.0
ALVARO WEYNE,CONJUNTO ESPERANCA,30.0
ALVARO WEYNE,CONJUNTO PALMEIRAS,35.0
ALVARO WEYNE,DIONISIO TORRES,25.0
ALVARO WEYNE,DRAGAO DO MAR,20.0
ALVARO WEYNE,HENRIQUE JORGE,20.0
ALVARO WEYNE,IPARANA,40.0
ALVARO WEYNE,JANGURUSSU,45.0
ALVARO WEYNE,JARDIM AMERICA,20.0
ALVARO WEYNE,JARDIM DAS OLIVEIRAS,30.0
ALVARO WEYNE,JARDIM UNIAO,30.0
ALVARO WEYNE,JEREISSATI I,45.0
ALVARO WEYNE,JEREISSATI II,45.0
ALVARO WEYNE,JOAQUIM TAVORA,25.0
ALVARO WEYNE,JOQUEI CLUB,20.0
ALVARO WEYNE,JOSE DE ALENCAR,6.0
ALVARO WEYNE,JOSE WALTER,35.0
ALVARO WEYNE,MARAPONGA,30.0
ALVARO WEYNE,MARIA TOMASIA (MESSEJANA),35.0
ALVARO WEYNE,MEIRELES,25.0
ALVARO WEYNE,MESSEJANA,35.0
ALVARO WEYNE,MONTE CASTELO,12.0
ALVARO WEYNE,MONTESE,20.0
ALVARO WEYNE,PARANGABA,25.0
ALVARO WEYNE,PARQUELANDIA,15.0
ALVARO WEYNE,PARQUE MANIBURA,30.0
ALVARO WEYNE,PIEDADE,20.0
ALVARO WEYNE,PRAIA DE IRACEMA,20.0
ALVARO WEYNE,PRAIA DO FUTURO,35.0
ALVARO WEYNE,RODOVIARIA (BORGE DE MELO),20.0
ALVARO WEYNE,SAO CRISTOVAO,40.0
ALVARO WEYNE,SAO JOAO DO TAUAPE,25.0
ALVARO WEYNE,SERRINHA,35.0
ALVARO WEYNE,SITIO SAO JOAO,35.0
ALVARO WEYNE,VILA MANOEL SATIRO,25.0
ALVARO WEYNE,VILA PERY,30.0
ALVORADA,CENTRO,25.0
ALVORADA,CIDADE DOS FUNCIONARIOS,10.0
ALVORADA,EUSEBIO,30.0
ALVORADA,HOSPITAL FROTINHA DE MESSEJANA,22.0
ALVORADA,JARDIM DAS OLIVEIRAS,10.0
ALVORADA,JEREISSATI I,40.0
ALVORADA,JEREISSATI II,40.0
ALVORADA,RODOLFO TEOFILO,30.0
ALVORADA,TANCREDO NEVES,10.0
ALVORADA (MARACANAU),ALTO DA MANGUEIRA,15.0
ALVORADA (MARACANAU),CEASA,20.0
ALVORADA (MARACANAU),CENTRO,45.0
ALVORADA (MARACANAU),HOSPITAL MARACANAU,15.0
ALVORADA (MARACANAU),JEREISSATI I,15.0
ALVORADA (MARACANAU),JEREISSATI II,15.0
ALVORADA (MARACANAU),JEREISSATI III,15.0
ALVORADA (MARACANAU),NORTH SHOPPING MARACANAU,15.0
ALVORADA (MARACANAU),NOVO MARACANAU,15.0
ALVORADA (MARACANAU),PIRATININGA(MARACANAU),15.0
ALVORADA (MARACANAU),RODOVIARIA (BORGE DE MELO),50.0
ALVORADA (MARACANAU),TIMBO (MARACANAU),15.0
AMADEO FURTADO,ALTO ALEGRE (MESSEJANA),30.0
AMADEO FURTADO,BARRA DO CEARA,20.0
AMADEO FURTADO,CIDADE DOS FUNCIONARIOS,20.0
AMADEO FURTADO,CONJUNTO ESPERANCA,25.0
AMADEO FURTADO,JARDIM DAS OLIVEIRAS,20.0
AMADEO FURTADO,JEREISSATI I,40.0
AMADEO FURTADO,JOSE WALTER,25.0
AMADEO FURTADO,MESSEJANA,30.0
AMADEO FURTADO,MONTESE,15.0
AMADEO FURTADO,PARQUELANDIA,8.0
AMADEO FURTADO,PARQUE MANIBURA,20.0
AMADEO FURTADO,SAO CRISTOVAO,30.0
AMADEO FURTADO,SAO JOAO DO TAUAPE,20.0
AMANARI,ICARAI,110.0
AMANARI,JEREISSATI I,70.0
ANCURI,ALDEOTA,45.0
ANCURI,ALTO ALEGRE (MESSEJANA),20.0
ANCURI,CAJAZEIRAS,15.0
ANCURI,CENTRO,45.0
ANCURI,CENTRO DE CONVECOES (WASHINGTON SOARES),30.0
ANCURI,CIDADE DOS FUNCIONARIOS,25.0
ANCURI,CONJUNTO ESPERANCA,30.0
ANCURI,EDSON QUEIROZ,20.0
ANCURI,GUAJERU,15.0
ANCURI,JARDIM DAS OLIVEIRAS,25.0
ANCURI,JEREISSATI I,35.0
ANCURI,JOQUEI CLUB,35.0
ANCURI,JOSE WALTER,20.0
ANCURI,MARACANAU (MARACANAU),35.0
ANCURI,MESSEJANA,20.0
ANCURI,MONTESE,30.0
ANCURI,PAPICU,40.0
ANCURI,PARQUELANDIA,35.0
ANCURI,PARQUE MANIBURA,25.0
ANCURI,PARQUE SANTA MARIA,15.0
ANCURI,PAUPINA,25.0
ANCURI,PRAIA DE IRACEMA,50.0
ANCURI,PRAIA DO FUTURO,50.0
ANCURI,PRAIA SABIAGUABA,40.0
ANCURI,SANTA FILOMENA,15.0
ANCURI,SAO CRISTOVAO,15.0
ANCURI,SAO JOAO DO TAUAPE,25.0
ANCURI,SERRINHA,25.0
ANCURI,SHOPPING VIA SUL,20.0
ANCURI,SITIO SAO JOAO,20.0
ANTONIO BEZERRA,ACARACUZINHO (MARACANAU),40.0
ANTONIO BEZERRA,AEROLANDIA,30.0
ANTONIO BEZERRA,AEROPORTO,25.0
ANTONIO BEZERRA,ALDEOTA,25.0
ANTONIO BEZERRA,ALTO ALEGRE (MESSEJANA),40.0
ANTONIO BEZERRA,ALVARO WEYNE,15.0
ANTONIO BEZERRA,BAIRRO DE FATIMA,30.0
ANTONIO BEZERRA,BARRA DO CEARA,20.0
ANTONIO BEZERRA,BEIRA MAR,30.0
ANTONIO BEZERRA,BELA VISTA,15.0
ANTONIO BEZERRA,BOA VISTA (CASTELAO),30.0
ANTONIO BEZERRA,BOM JARDIM,25.0
ANTONIO BEZERRA,BONSUCESSO,20.0
ANTONIO BEZERRA,CAJAZEIRAS,30.0
ANTONIO BEZERRA,CASTELAO,35.0
ANTONIO BEZERRA,CAUCAIA,20.0
ANTONIO BEZERRA,CENTRO,25.0
ANTONIO BEZERRA,CENTRO DE CONVECOES (WASHINGTON SOARES),35.0
ANTONIO BEZERRA,CIDADE 2000,40.0
ANTONIO BEZERRA,CIDADE DOS FUNCIONARIOS,35.0
ANTONIO BEZERRA,CONJUNTO CEARA ,20.0
ANTONIO BEZERRA,CONJUNTO ESPERANCA,25.0
ANTONIO BEZERRA,CONJUNTO PALMEIRAS,35.0
ANTONIO BEZERRA,CRISTO REDENTOR,20.0
ANTONIO BEZERRA,DAMAS,20.0
ANTONIO BEZERRA,DIONISIO TORRES,30.0
ANTONIO BEZERRA,DRAGAO DO MAR,30.0
ANTONIO BEZERRA,EDSON QUEIROZ,40.0
ANTONIO BEZERRA,FARIAS BRITO,25.0
ANTONIO BEZERRA,GENIBAU,15.0
ANTONIO BEZERRA,GRANJA LISBOA,25.0
ANTONIO BEZERRA,GUAJERU,60.0
ANTONIO BEZERRA,GUARARAPES,30.0
ANTONIO BEZERRA,HENRIQUE JORGE,15.0
ANTONIO BEZERRA,HOSPITAL ANTONIO PRUDENTE (AGUANAMBI),25.0
ANTONIO BEZERRA,ICARAI,35.0
ANTONIO BEZERRA,INDUSTRIAL,40.0
ANTONIO BEZERRA,IPARANA,25.0
ANTONIO BEZERRA,JARDIM DAS OLIVEIRAS,30.0
ANTONIO BEZERRA,JARDIM IRACEMA,15.0
ANTONIO BEZERRA,JEREISSATI I,40.0
ANTONIO BEZERRA,JOAO XXIII,15.0
ANTONIO BEZERRA,JOAQUIM TAVORA,25.0
ANTONIO BEZERRA,JOQUEI CLUB,15.0
ANTONIO BEZERRA,JOSE DE ALENCAR,35.0
ANTONIO BEZERRA,JOSE WALTER,30.0
ANTONIO BEZERRA,LAGOA REDONDA,40.0
ANTONIO BEZERRA,MARACANAU (MARACANAU),40.0
ANTONIO BEZERRA,MARANGUAPE,60.0
ANTONIO BEZERRA,MARAPONGA,30.0
ANTONIO BEZERRA,MEIRELES,30.0
ANTONIO BEZERRA,MESSEJANA,35.0
ANTONIO BEZERRA,MONDUBIM,30.0
ANTONIO BEZERRA,MONTESE,20.0
ANTONIO BEZERRA,MUCURIPE,35.0
ANTONIO BEZERRA,NORTH SHOPPING (BEZERRA),15.0
ANTONIO BEZERRA,PAJUCARA (MARACANAU),40.0
ANTONIO BEZERRA,PAPICU,35.0
ANTONIO BEZERRA,PARANGABA,25.0
ANTONIO BEZERRA,PARQUE DOIS IRMAOS,30.0
ANTONIO BEZERRA,PARQUELANDIA,15.0
ANTONIO BEZERRA,PARQUE MANIBURA,30.0
ANTONIO BEZERRA,PARQUE SANTA ROSA (APOLO XI),25.0
ANTONIO BEZERRA,PASSARE,30.0
ANTONIO BEZERRA,PRAIA DE IRACEMA,25.0
ANTONIO BEZERRA,PRAIA DO FUTURO,40.0
ANTONIO BEZERRA,PRAIA SABIAGUABA,65.0
